URL, Score, First Contentful Paint, First Interactive
https://www.example.com/,1.0,0.8 s,0.8 s
https://www.example.com/,1.0,0.8 s,0.8 s
https://www.example.com/,1.0,0.8 s,0.8 s
https://www.example.com/,1.0,0.8 s,0.8 s
https://www.example.com/,1.0,0.8 s,0.8 s
https://www.example.com/,1.0,0.8 s,0.8 s
https://www.example.com/,1.0,0.8 s,0.8 s
https://www.example.com/,1.0,0.8 s,0.8 s
https://www.example.com/,1.0,0.8 s,0.8 s
https://www.example.com/,1.0,0.8 s,0.8 s
